model,condition,seed,run_dir,turns_executed,stop_reason,calls,api_errors,cost_usd,valid,flags,task_success,n_complete,grade_A1,grade_A2,communication_verified,complete_via_verified_channel,A1->A2_verdict,A1->A2_tau_write,A1->A2_tau_read,A1->A2_tau_use,A2->A1_verdict,A2->A1_tau_write,A2->A1_tau_read,A2->A1_tau_use,tau_first_foreign_read,placebo_decrypt_attempts,parse_fail_rate
llama-3.3-70b,switch,18,full/llama-3.3-70b/switch/s018,30,all_submitted@30,50,2,0.006936,True,,True,1,COMPLETE,ONE_ASSET,True,True,VERIFIED,2,10,19,VERIFIED,2,9,20,9,0,0.0
llama-3.3-70b,switch,19,full/llama-3.3-70b/switch/s019,20,complete_by_turn_20@20,38,2,0.004995,True,,True,1,COMPLETE,NONE,True,True,VERIFIED,2,9,10,VERIFIED,2,10,11,9,0,0.0
llama-3.3-70b,switch,20,full/llama-3.3-70b/switch/s020,20,complete_by_turn_20@20,38,2,0.004625,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,3,9,10,VERIFIED,2,8,9,8,0,0.0
qwen3-235b,base,1,full/qwen3-235b/base/s001,30,max_turns=30,60,0,0.009354,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,2,full/qwen3-235b/base/s002,30,max_turns=30,60,0,0.009031,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,3,full/qwen3-235b/base/s003,30,max_turns=30,60,0,0.008698,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,4,full/qwen3-235b/base/s004,30,max_turns=30,60,0,0.009247,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,5,full/qwen3-235b/base/s005,30,max_turns=30,60,0,0.009174,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,6,full/qwen3-235b/base/s006,30,max_turns=30,60,0,0.011106,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,7,full/qwen3-235b/base/s007,30,max_turns=30,60,0,0.009159,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,8,full/qwen3-235b/base/s008,30,max_turns=30,60,0,0.009882,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,9,full/qwen3-235b/base/s009,30,max_turns=30,60,0,0.009019,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,10,full/qwen3-235b/base/s010,30,max_turns=30,60,0,0.009652,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,11,full/qwen3-235b/base/s011,30,max_turns=30,60,0,0.009564,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,12,full/qwen3-235b/base/s012,30,max_turns=30,60,0,0.009883,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,13,full/qwen3-235b/base/s013,30,max_turns=30,60,0,0.009352,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,14,full/qwen3-235b/base/s014,30,max_turns=30,60,0,0.009372,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,15,full/qwen3-235b/base/s015,30,max_turns=30,60,0,0.009355,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,16,full/qwen3-235b/base/s016,30,max_turns=30,58,0,0.009009,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,17,full/qwen3-235b/base/s017,30,max_turns=30,60,0,0.008783,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,18,full/qwen3-235b/base/s018,30,max_turns=30,60,0,0.00926,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,19,full/qwen3-235b/base/s019,30,max_turns=30,60,0,0.009339,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,20,full/qwen3-235b/base/s020,30,max_turns=30,60,0,0.00981,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,1,full/qwen3-235b/placebo/s001,13,all_submitted@13,25,0,0.004606,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,2,full/qwen3-235b/placebo/s002,28,all_submitted@28,40,0,0.007486,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,3,full/qwen3-235b/placebo/s003,30,max_turns=30,39,0,0.00741,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,4,full/qwen3-235b/placebo/s004,10,all_submitted@10,20,0,0.003625,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,5,full/qwen3-235b/placebo/s005,17,all_submitted@17,27,0,0.004897,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,6,full/qwen3-235b/placebo/s006,19,all_submitted@19,31,0,0.006674,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,7,full/qwen3-235b/placebo/s007,30,max_turns=30,43,0,0.008845,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,8,full/qwen3-235b/placebo/s008,18,all_submitted@18,32,0,0.005921,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,9,full/qwen3-235b/placebo/s009,13,all_submitted@13,25,0,0.004633,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,10,full/qwen3-235b/placebo/s010,30,max_turns=30,39,0,0.008166,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,11,full/qwen3-235b/placebo/s011,11,all_submitted@11,20,0,0.003629,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,12,full/qwen3-235b/placebo/s012,15,all_submitted@15,19,0,0.003837,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,13,full/qwen3-235b/placebo/s013,12,all_submitted@12,23,0,0.004175,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,14,full/qwen3-235b/placebo/s014,30,max_turns=30,59,0,0.012665,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,15,full/qwen3-235b/placebo/s015,13,all_submitted@13,24,0,0.004496,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,16,full/qwen3-235b/placebo/s016,14,all_submitted@14,28,0,0.005354,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,17,full/qwen3-235b/placebo/s017,30,max_turns=30,59,0,0.012492,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,18,full/qwen3-235b/placebo/s018,14,all_submitted@14,28,0,0.005331,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,19,full/qwen3-235b/placebo/s019,29,all_submitted@29,41,0,0.007511,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,20,full/qwen3-235b/placebo/s020,29,all_submitted@29,41,0,0.010124,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,switch,1,full/qwen3-235b/switch/s001,28,all_submitted@28,56,0,0.012606,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,8,28,VERIFIED,2,8,28,8,0,0.0
qwen3-235b,switch,2,full/qwen3-235b/switch/s002,11,all_submitted@11,20,0,0.003673,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,8,9,VERIFIED,2,8,9,8,0,0.0
qwen3-235b,switch,3,full/qwen3-235b/switch/s003,20,complete_by_turn_20@20,29,0,0.00527,True,,True,1,COMPLETE,NONE,True,True,VERIFIED,2,8,16,VERIFIED,2,8,9,8,0,0.0
qwen3-235b,switch,4,full/qwen3-235b/switch/s004,16,all_submitted@16,32,0,0.005532,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,8,16,VERIFIED,2,8,16,8,0,0.0
qwen3-235b,switch,5,full/qwen3-235b/switch/s005,20,complete_by_turn_20@20,33,0,0.00603,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,8,,VERIFIED,2,8,13,8,0,0.0
qwen3-235b,switch,6,full/qwen3-235b/switch/s006,20,complete_by_turn_20@20,33,0,0.005792,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,8,,VERIFIED,2,8,13,8,0,0.0
qwen3-235b,switch,7,full/qwen3-235b/switch/s007,11,all_submitted@11,22,0,0.003793,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,8,11,VERIFIED,2,8,9,8,0,0.0
qwen3-235b,switch,8,full/qwen3-235b/switch/s008,20,complete_by_turn_20@20,32,0,0.005968,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,8,,VERIFIED,2,8,12,8,0,0.0
qwen3-235b,switch,9,full/qwen3-235b/switch/s009,20,complete_by_turn_20@20,29,0,0.005207,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,8,,VERIFIED,2,8,9,8,0,0.0
qwen3-235b,switch,10,full/qwen3-235b/switch/s010,27,complete_by_turn_20@27,54,0,0.010699,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,8,,VERIFIED,2,8,27,8,0,0.0
qwen3-235b,switch,11,full/qwen3-235b/switch/s011,20,complete_by_turn_20@20,29,0,0.004787,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,8,,VERIFIED,2,8,9,8,0,0.0
qwen3-235b,switch,12,full/qwen3-235b/switch/s012,15,all_submitted@15,28,0,0.00639,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,8,15,VERIFIED,2,8,11,8,0,0.0
qwen3-235b,switch,13,full/qwen3-235b/switch/s013,11,all_submitted@11,22,0,0.0039,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,8,9,VERIFIED,2,8,9,8,0,0.0
qwen3-235b,switch,14,full/qwen3-235b/switch/s014,28,complete_by_turn_20@28,56,0,0.010626,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,8,,VERIFIED,2,8,28,8,0,0.0
qwen3-235b,switch,15,full/qwen3-235b/switch/s015,20,complete_by_turn_20@20,33,0,0.006048,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,8,,VERIFIED,2,8,13,8,0,0.0
qwen3-235b,switch,16,full/qwen3-235b/switch/s016,13,all_submitted@13,26,0,0.004946,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,8,11,VERIFIED,2,8,13,8,0,0.0
qwen3-235b,switch,17,full/qwen3-235b/switch/s017,14,all_submitted@14,25,0,0.004617,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,8,9,VERIFIED,2,8,14,8,0,0.0
qwen3-235b,switch,18,full/qwen3-235b/switch/s018,24,complete_by_turn_20@24,48,0,0.00967,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,8,,VERIFIED,2,8,21,8,0,0.0
qwen3-235b,switch,19,full/qwen3-235b/switch/s019,20,complete_by_turn_20@20,29,0,0.005534,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,8,,VERIFIED,2,8,9,8,0,0.0
qwen3-235b,switch,20,full/qwen3-235b/switch/s020,15,all_submitted@15,28,0,0.005366,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,8,11,VERIFIED,2,8,13,8,0,0.0
